20MICRONS,"http://www.moneycontrol.com/india/stockpricequote/miningminerals/20microns/2M
3IINFOTECH,"http://www.moneycontrol.com/india/stockpricequote/computerssoftware/3iinfotech/I11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/raghuvanshimills/RML
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/raghuvirsynthetics/RS01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/rahulmerchandising/RM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/rainbowdenim/RD01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajrayonindustries/RR01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajrayonltd/RRL01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/rajapalayammills/RM06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/rajashreepolyfil/RP02
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rajasthanbreweries/RBL
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/rajasthanpetrosynthetics/RPS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajasthanpolyesters/RP03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rajkamalsynthetics/RS18
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rajlaxmiindustries/RI25
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/rajratansynthetics/RSL04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rajvirindustries/RI34
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/ramaphosphates/RP07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ramgopalpolytex/RP08
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rampurdistillerychemicalscompany/RDC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/ranakpurjiexportsindustries/REI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/rashtriyachemicalsfertilisers/RCF01
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/ravikumardistilleries/RKD
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ravispinning/RS06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/ravrajimpex/RI09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/raymond/R
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/recronsynthetics/RS19
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/regencyspinning/RS11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/reliancechemotexindustries/RCI02
TIL,"http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/restileceramics/RC06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/ribatextiles/RTL03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/richaindustries/RI39
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/richimensilks/RSL03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/richimensilk/RS13
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/riddhisynthetics/RS12
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/risainternational/GTE
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rishabspecialyarn/RSY
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/riteshexports/RE04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/riteshpolyesters/RPL02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/riteshpropertiesindustries/RPI04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rksuitings/RKS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/rkbagroindustries/BU01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/rlf/RLF
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/rocheesbreweries/RB
TIL,"http://www.moneycontrol.com/india/stockpricequote/trading/rosepatelmercantile/RPM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rosekamaltextiles/RTL02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/royalindustries/RIL06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rscinternational/RSC02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/rsltextiles/RSL02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/rswm/RSW01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescottonblended/rswml/RSW02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/rubymills/RM04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/runeechatextiles/RT10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/rupacompany/RC14
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/skinternationalexport/IE06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/skumarsnationwide/SKN
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/spapparels/A
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/sagarapparels/SA
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/sagarsilkindustries/SSI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/sajjantextilesmills/STM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/salemtextiles/ST09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/salonacotspin/SC48
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/salzertextiles/ST01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sambandamspinningmills/SSM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/samratashokaexports/SAE
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/samratspinners/SS46
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/samtexfashions/SF01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/sanbluecorporation/LMA
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sangamindia/SI03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sangamprocessorsbhilwara/SPB01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/sanghipolyesters/SP04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sanrheatechnicaltextile/STT
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/santogenexports/SE02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/santoshfinefab/SFF
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/santowincorporation/SPL08
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/saptakchemandbusiness/MC12
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sarlaperformancefibers/SPF01
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sarvamangalmercantileco/SMC06
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/scintillacommercialcredit/SCC06
TIL,"http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/scintillasoftwaretechnology/SST
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/scottexindustries/SIL09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/scottsgarments/SG03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/scruplesclothing/SCL09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/seasonsfurnishings/SF05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/seasonstextiles/ST04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/selmanufacturingcompany/SMC01
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/sevenhillsbeverages/SHB
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/sflindustries/SFL
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shamkencotsyn/SC07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/shamkenmutifab/SM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shamkenspinners/SS07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shantaiindustries/WAT
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sharadfibresyarnprocessors/SFY
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shardatextilemillsindia/STM02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shardaterryproducts/STP
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shatexindustries/SI16
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/shawwallacecompany/SWC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sheetalfilaments/SFL07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/shekhawatipolyyarn/SP09
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shellmercantilecorporation/SMC05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/sheshadriindustries/SI95
TIL,"http://www.moneycontrol.com/india/stockpricequote/textiles/shinefashions/SF(
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/shivaglobalagroindustries/SF25
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/shivamillslimited/SHIVA54096
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/shivasuitings/SS09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shivasutex/SSL10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shivatexyarn/ST17
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shivamapparelsexport/SAE02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/shradhaterryproducts/STP01
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/shreeacidschemicals/SAC02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/shreebhavyafabrics/AF09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shreeganeshknit/SGK
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/shreemanufacturingcompany/SMC
TIL,"http://www.moneycontrol.com/india/stockpricequote/chemicals/shreepushkarchemicalsfertilisers/SPC03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shreerajasthantexchem/SRT
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shreerajasthansyntex/SRS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/shreeramurbaninfrastructure/SRU
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/shreeshaleentextiles/SSI12
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shreeshyamfabrics/SSF01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/shreesynthetics/SS11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shreevaishnavidyeingprintings/SVD
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/shreejiphosphate/SP35
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/shreeyashindustries/RA01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/shridineshmills/SDM
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/shrilakshmicotsyn/SLC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/shrutisynthetics/SS41
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/shubhampolyspin/SP15
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/sicabreweries/SB04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/siddharthaspinfab/SS14
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/siddharthasuperspinningmills/SSS06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/silkonsilkmillsexports/SSM02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/silktex/S04
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/silveroakindia/SOI
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/silvertonspinners/PC12
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/simcoindustries/SI25
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/simplexmillscompany/SMC08
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/sivindustries/SIV
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/siyaramsilkmills/SSM05
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/skolbreweries/SB05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/skstextiles/ST27
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/skyindustries/SI28
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/smenergyteknikelectronics/SME
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/snstextiles/SNS
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sobhagyamercantile/SML
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/somdistilleriesbreweries/SDB
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/somatextilesindustries/STI03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/somaniswissindustries/SSI05
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/sonalmercantile/SM23
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sonusynthetics/SS18
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/sorilinfraresources/IRS01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sourceindustriesindia/TSH01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/southernlatex/SL10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/spentainternational/SI34
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/spentexindustries/SI35
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/southernpetrochemicalindustriescorporation/SPI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/spiceislandapp/SIA02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/splindustries/SPL9
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/sportkingindia/SI97
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/srhariramsynthetics/SRH
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/srindustries/SRI
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/sreemeenakshimills/SMM
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sreejayalakshmiautospin/SJA
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sreeumaparameswarimills/SUP
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sriganapathymillscompany/SGM
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/srijayalakshmispinningmills/SJS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/srilakshmisaraswathitextilesarni/SLS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/srimalinispinningmills/SMS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/srinachammaiclothmills/SNC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/srinandaaspinners/WHC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/sriramakrishnamillscoimbatore/SRM02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/srisaritasyntheticsindustries/SSS05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/srmenergy/SRM03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ssmmills/SSM
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/ssppolymerindustries/SSP04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/sstellasilks/SS22
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/stcorporation/MYP
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/stalliongarmentexports/SGE
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/starspintwistmachines/SST02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/stiindia/STI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/dyespigments/stilbenechemicals/SC24
TIL,"http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/stilesindia/SI39
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/stlglobal/STL05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/stovecindustries/SI41
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/subhtexindia/STI02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/subhaktitextiles/ST10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/subhashsilkmills/SSM06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/sublaxmiexports/SE10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/sudarindustries/SG02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/suditiindustries/SHP02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/suditiindustries/SI56
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/sumeetindustries/SI45
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sunpolytronindustries/KS06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/suncitysynthetics/SS43
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/sundayexports/SE11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/sunilindustries/SI46
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/supersalesindia/SSI13
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/superspinningmills/SSM07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/supersyncotex/SS30
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/superiorsox/SS34
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/superstardistilleriesfoods/SDF03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/supertexindustries/SI47
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/supremeindiaimpex/SI94
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/supremetexmart/STM03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/surattextilemills/STM
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/surbhiindustries/SI50
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryaambaspinningmills/SSM11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryajyotispinningmills/SSM08
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryalakshmicottonmills/SCM02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/suryalataspinningmills/SSM09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/suryavanshispinningmills/SSM10
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/sutlejtextilesindustries/STI9
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/suvarnaapparelfashionexports/SAF03
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/svadeshimilllscompany/SMC04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/svpglobalventures/SM18
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/swadeshipolytex/SP25
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/swastivinayakasynthetics/SVS01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/syblyindustries/SI69
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/taichonbangtextileindustries/TCT
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tamaraimills/TM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tamilnadujaibharathmills/TJB
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/tatiaglobalvennture/TGV01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tavernierresources/AVC01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tcnsclothingco/TCC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/teaktexprocessingcomplex/TPC01
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/teestaagroindustries/TAI
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/tejassviaaharam/SSL12
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/terryfabindia/TI05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/terrygoldi/TI06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/texporttextiles/TT05
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/textool/T01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/thambbimodernspinningmills/TMS
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/thaparexports/TE01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilessyntheticsilk/thomasscottindia/TSI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/engineering/til/TIL
TIL,"http://www.moneycontrol.com/india/stockpricequote/financeinvestments/tilakventures/TFL03
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/tilaknagarindustries/TI09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/tirupatifibresindustries/TFI
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/titaaniumtenenterprise/TTE
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/toorspinners/TS02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/towelsindiaexports/TIE01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/trenddesigns/TD02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/trident/AI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/tridenttexofab/TT17
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/trimurtisynthetics/TS04
TIL,"http://www.moneycontrol.com/india/stockpricequote/financegeneral/triomercantiletrading/TMT01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/tritoncorp/TC16
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/tt/TT06
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ttlenterprises/TT07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/tubeknitfashions/TF11
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/tunitextilemills/TTM
TIL,"http://www.moneycontrol.com/india/stockpricequote/chemicals/tuticorinalkalichemicalsfertilizers/TAC02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/typhoonholdings/THL01
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/udaipurphosphatesfertilizers/UPF
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/umafabrics/UFL01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/umamaheshwarimills/UMM
TIL,"http://www.moneycontrol.com/india/stockpricequote/fertilisers/unialkemfertilizers/UFL02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/uniminindia/UI04
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/uniproductsindia/UI07
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/uniroyalindustries/UI19
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedbreweries/UB02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/unitedpolyfabgujarat/UPG
TIL,"http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/unitedspirits/US
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/unitedtextiles/UT02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/uniworthtextiles/FI01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/urvichemicalsalliedindustries/UCA
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/valsonindustries/VIL02
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesterrytowels/vanasthalitextileindustries/VTI
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/vandanaknitwear/TK
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/vardhmanacrylics/VA08
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmanpolytex/VP09
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vardhmantextiles/VT10
TIL,"http://www.moneycontrol.com/india/stockpricequote/trading/varunmercantile/VML
TIL,"http://www.moneycontrol.com/india/stockpricequote/textileswoollenworsted/veekayfibres/VKF
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesmachinery/veejaylakshmiengineeringworks/VLE
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/veenatextiles/VT
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesweaving/venturatextilescorporation/VTC
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/verasynthetic/VS01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vertexspinning/VS16
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilescompositemills/victoriamills/VM01
TIL,"http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/vigneshwaraexports/VE8
